,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
386,puerto baquerizo moreno,40,EC,1571183942,73,-0.9,-89.6,295.15,6.2
387,gillette,1,US,1571183942,39,44.29,-105.5,282.15,2.1
388,harper,20,US,1571183942,83,30.3,-99.24,301.48,3.348
389,umarkot,0,PK,1571183942,43,25.37,69.74,301.5,2.373
390,xuddur,62,SO,1571183942,81,4.12,43.89,295.86,3.988
391,carberry,90,CA,1571183943,93,49.87,-99.36,277.15,3.6
392,chimbote,6,PE,1571183943,85,-9.08,-78.59,289.13,3.379
393,bubaque,62,GW,1571183943,78,11.28,-15.83,301.25,3.644
394,maiduguri,100,NG,1571183943,73,11.84,13.15,298.87,4.654
395,general roca,75,AR,1571183943,81,-39.03,-67.58,283.15,3.6
396,pontal do parana,90,BR,1571183943,93,-25.67,-48.51,291.48,5.7
397,chegdomyn,84,RU,1571183944,67,51.13,133.04,272.19,1.339
398,buraydah,75,SA,1571183944,33,26.33,43.97,298.15,2.1
399,kirakira,85,SB,1571183944,60,-10.46,161.92,301.46,1.369
400,williston,87,US,1571183944,63,48.15,-103.62,279.15,1.5
401,la ronge,90,CA,1571183944,79,55.1,-105.3,274.15,2.197
402,ola,0,RU,1571183944,55,59.58,151.3,270.52,5.265
403,kiama,75,AU,1571183945,72,-34.67,150.86,295.37,2.1
404,riyadh,0,SA,1571183945,53,24.63,46.72,297.15,1.25
405,borzya,22,RU,1571183945,56,50.39,116.53,276.59,1.038
406,hendrina,54,ZA,1571183945,93,-26.16,29.72,286.48,1.79
407,kasongo-lunda,20,CD,1571183945,99,-6.48,16.82,291.82,0.662
408,okitipupa,100,NG,1571183945,98,6.5,4.78,296.66,1.265
409,shingu,20,JP,1571183945,63,33.72,135.99,290.15,2.1
410,takoradi,87,GH,1571183946,91,4.89,-1.75,298.23,4.487
411,keningau,75,MY,1571183946,78,5.33,116.16,301.15,2.6
412,belaya gora,92,RU,1571183946,94,68.54,146.19,263.94,3.067
413,souillac,100,FR,1571183946,93,45.6,-0.6,287.15,5.1
414,havelock,5,US,1571183946,68,34.88,-76.9,293.15,2.1
415,sfantu gheorghe,62,RO,1571183946,100,44.65,26.83,287.04,3.1
416,westport,1,US,1571183946,62,41.14,-73.36,288.71,4.1
417,plastun,17,RU,1571183947,42,44.76,136.29,280.53,3.955
418,geraldton,90,CA,1571183947,75,49.72,-86.95,279.15,1.5
419,bathsheba,20,BB,1571183947,74,13.22,-59.52,301.15,5.7
420,tuy hoa,100,VN,1571183947,76,13.08,109.3,300.51,2.02
421,vanavara,83,RU,1571183947,94,60.35,102.28,275.28,2.537
422,sibolga,26,ID,1571183948,95,1.74,98.78,295.22,0.75
423,oranjemund,0,ZA,1571183948,84,-28.55,16.43,287.24,3.437
424,sistranda,20,NO,1571183948,80,63.73,8.83,278.15,5.7
425,litovko,0,RU,1571183948,54,49.24,135.18,275.43,3.511
426,monte alegre de sergipe,20,BR,1571183948,81,-10.03,-37.56,295.06,5.372
427,tuatapere,100,NZ,1571183948,77,-46.13,167.69,285.93,0.89
428,smithers,90,CA,1571183949,93,54.78,-127.17,279.15,3.1
429,san cristobal,100,HN,1571183949,93,14.68,-86.92,293.75,1.506
430,zhetysay,0,KZ,1571183949,47,40.73,68.3,282.7,1.455
431,sorong,98,ID,1571183949,75,-0.86,131.25,300.89,1.376
432,melito di porto salvo,40,IT,1571183949,78,37.92,15.77,295.37,1.41
433,marienburg,75,DE,1571183949,100,52.12,9.98,288.71,4.1
434,san jose,75,HN,1571183950,69,14.25,-87.96,299.15,5.7
435,ciro marina,47,IT,1571183950,70,39.37,17.13,293.95,1.161
436,altamont,90,CA,1571183950,93,49.4,-98.5,275.37,5.1
437,tokonou,43,GN,1571183950,92,9.65,-9.78,294.91,0.689
438,okhotsk,9,RU,1571183950,50,59.36,143.24,266.49,8.489
439,macae,40,BR,1571183950,94,-22.37,-41.79,296.15,2.1
440,columbia,1,US,1571183950,51,38.95,-92.33,290.15,4.1
441,sturgeon bay,90,US,1571183951,93,44.83,-87.38,282.59,5.277
442,todos santos,40,MX,1571183951,62,23.45,-110.23,303.15,5.1
443,tessalit,0,ML,1571183951,17,20.2,1.01,303.03,5.775
444,anloga,20,GH,1571183951,88,5.79,0.9,299.15,1.5
445,onda,52,ES,1571183951,58,39.96,-0.26,290.37,1.5
446,sao filipe,9,CV,1571183951,87,14.9,-24.5,298.12,3.423
447,culasi,26,PH,1571183951,74,11.43,122.06,300.93,6.66
448,ulladulla,75,AU,1571183952,72,-35.36,150.48,293.15,2.1
449,monteagudo,90,BO,1571183952,87,-19.8,-63.96,289.15,0.641
450,narsaq,0,GL,1571183952,58,60.91,-46.05,272.15,3.182
451,tianpeng,100,CN,1571183952,88,28.88,112.34,285.66,4.914
452,elizabeth city,1,US,1571183952,93,36.3,-76.22,293.15,3.856
453,launceston,56,AU,1571183952,62,-41.43,147.14,285.93,1.5
454,natal,40,BR,1571183952,74,-5.81,-35.21,300.15,5.7
455,chapais,90,CA,1571183953,93,49.78,-74.86,276.15,3.1
456,kamina,62,CD,1571183953,93,-8.74,25.0,292.27,1.527
457,khasan,30,RU,1571183953,38,42.43,130.64,281.8,1.944
458,ponta delgada,75,PT,1571183953,94,37.73,-25.67,293.71,8.2
459,rodez,20,FR,1571183953,100,44.35,2.57,283.71,1.5
460,yakymivka,0,UA,1571183953,53,46.7,35.16,286.24,2.931
461,kholtoson,49,RU,1571183954,64,50.3,103.31,270.96,0.797
462,prado,77,CO,1571183954,74,3.75,-74.93,296.75,2.452
463,jadu,59,LY,1571183954,55,31.95,12.03,295.89,4.356
464,shumskiy,4,RU,1571183954,74,54.83,99.13,275.3,0.414
465,guaitarilla,40,CO,1571183954,76,1.13,-77.55,291.15,1.491
466,along,0,IN,1571183955,80,28.17,94.8,288.5,1.872
467,verkhoyansk,69,RU,1571183955,87,67.55,133.39,261.19,1.411
468,lipari,40,IT,1571183955,78,38.47,14.95,295.37,4.271
469,kralendijk,87,BQ,1571183955,74,12.15,-68.27,302.15,6.2
470,fayaoue,17,NC,1571183955,67,-20.65,166.53,294.55,7.455
471,lokosovo,93,RU,1571183955,93,61.13,74.84,277.8,3.487
472,oakley,1,US,1571183955,15,38.0,-121.71,302.59,2.1
473,kimbe,92,PG,1571183956,61,-5.56,150.15,304.07,2.007
474,larsnes,63,NO,1571183956,70,62.2,5.58,282.15,7.2
475,paamiut,0,GL,1571183956,47,61.99,-49.67,275.5,4.802
476,troitsko-pechorsk,100,RU,1571183956,89,62.71,56.19,273.7,4.091
477,luanda,40,AO,1571183956,83,-8.83,13.24,298.15,4.1
478,muli,100,CN,1571183956,97,28.08,109.56,284.31,1.9
479,pitimbu,20,BR,1571183957,88,-7.47,-34.81,297.15,2.1
480,presidencia roque saenz pena,100,AR,1571183957,85,-26.79,-60.44,286.88,3.692
481,revelstoke,75,CA,1571183957,75,50.99,-118.19,281.15,1.5
482,romanovo,75,RU,1571183957,76,56.49,40.39,273.74,1.75
483,sulangan,17,PH,1571183957,77,11.14,123.72,301.39,6.202
484,gizo,32,IL,1571183957,83,31.8,34.94,299.15,5.1
485,kutum,100,SD,1571183957,66,14.2,24.66,296.74,3.295
486,kahului,40,US,1571183958,55,20.89,-156.47,304.15,10.3
487,verkh-tula,99,RU,1571183958,87,54.88,82.77,280.15,5.0
488,itaituba,99,BR,1571183958,83,-4.26,-55.99,297.89,0.921
489,koygorodok,98,RU,1571183958,86,60.44,51.01,273.81,4.059
490,buy,50,RU,1571183958,93,58.48,41.53,272.68,1.827
491,mpika,55,ZM,1571183958,61,-11.84,31.4,293.65,6.254
492,skjervoy,94,NO,1571183958,55,70.03,20.97,277.09,2.397
493,bonthe,100,SL,1571183959,90,7.53,-12.5,298.34,2.273
494,looc,40,PH,1571183959,74,10.32,123.95,301.15,3.1
495,ancona,1,US,1571183959,55,41.04,-88.87,290.15,7.7
496,pedro ii,53,BR,1571183959,74,-4.43,-41.45,297.1,1.889
497,simoes,68,BR,1571183959,28,-7.6,-40.82,304.2,2.152
498,pacific grove,4,US,1571183959,34,36.62,-121.92,299.26,4.6
499,varna,90,BG,1571183960,87,43.22,27.9,288.15,1.0
500,dale,16,CN,1571183960,81,24.09,109.99,292.52,0.31
501,pringsewu,90,ID,1571183960,85,-5.36,104.98,296.91,0.943
502,mizan teferi,49,ET,1571183960,93,6.99,35.58,289.07,1.857
503,pouebo,0,NC,1571183960,35,-20.4,164.57,299.7,1.628
504,osinki,78,PL,1571183960,79,54.14,22.99,286.58,3.604
505,lavrentiya,0,RU,1571183960,73,65.58,-170.99,275.4,8.512
506,aljezur,26,PT,1571183961,91,37.31,-8.8,288.71,0.89
507,kodaikanal,100,IN,1571183961,88,10.24,77.49,295.8,0.293
508,udachnyy,90,RU,1571183961,100,66.42,112.4,273.15,4.0
509,cuprija,0,RS,1571183961,100,43.93,21.37,280.15,0.5
510,limbang,75,BN,1571183961,94,4.75,115.01,300.15,1.5
511,arman,0,RU,1571183961,60,59.7,150.17,272.06,6.455
512,dongying,100,CN,1571183962,35,37.43,118.67,286.58,1.086
513,daru,97,PG,1571183962,65,-9.07,143.21,301.57,2.545
514,cap malheureux,75,MU,1571183962,83,-19.98,57.61,295.15,5.626
515,owando,79,CG,1571183962,99,-0.49,15.91,293.41,0.578
516,divnogorsk,20,RU,1571183962,62,55.96,92.38,285.15,3.0
517,mazatlan,5,MX,1571183962,74,23.22,-106.42,304.15,7.7
518,tombouctou,7,ML,1571183962,17,16.77,-3.01,306.95,4.507
519,avera,90,US,1571183963,100,33.19,-82.53,292.15,3.6
520,ngaoundere,100,CM,1571183963,96,7.32,13.58,291.49,1.392
521,haines junction,100,CA,1571183963,83,60.75,-137.51,268.46,1.198
522,korhogo,94,CI,1571183963,91,9.46,-5.63,296.69,1.351
523,ust-tsilma,96,RU,1571183963,93,65.44,52.15,273.27,2.821
524,cabanas,34,BR,1571183963,91,-8.41,-36.34,291.52,5.599
525,kaeo,32,NZ,1571183964,96,-35.1,173.78,291.48,8.531
526,derzhavinsk,100,KZ,1571183964,82,51.1,66.31,286.27,13.127
527,staryy nadym,100,RU,1571183964,92,65.61,72.68,272.9,10.093
528,yining,82,CN,1571183964,61,29.04,114.56,287.55,0.599
529,palana,97,RU,1571183964,86,59.08,159.95,270.53,6.482
530,te anau,92,NZ,1571183964,88,-45.41,167.72,281.72,1.462
531,west plains,90,US,1571183965,82,36.73,-91.85,293.71,6.7
532,katherine,12,AU,1571183965,45,-14.47,132.26,303.15,3.6
533,calama,0,CL,1571183965,10,-22.46,-68.93,293.15,8.2
534,gondar,75,PT,1571183965,93,41.82,-8.78,290.37,6.2
535,diu,0,IN,1571183965,69,20.71,70.98,302.74,5.199
536,bereda,40,ES,1571183965,82,43.27,-7.54,289.82,8.7
537,muros,90,ES,1571183965,93,42.77,-9.06,290.37,8.7
538,pocerski pricinovic,0,RS,1571183966,76,44.72,19.71,287.15,0.5
539,orhangazi,36,TR,1571183966,93,40.49,29.31,291.15,1.588
540,mitsamiouli,89,KM,1571183966,82,-11.38,43.28,299.19,6.037
541,aasiaat,50,GL,1571183966,60,68.71,-52.87,265.83,4.573
542,adrar,60,DZ,1571183966,20,27.87,-0.29,301.15,2.6
543,bulawayo,0,ZW,1571183967,58,-20.16,28.59,292.58,6.727
544,mandalgovi,0,MN,1571183967,19,45.76,106.27,272.97,3.582
545,alytus,83,LT,1571183967,77,54.4,24.05,289.15,4.1
546,alausi,93,EC,1571183967,98,-2.2,-78.83,286.87,0.888
547,freetown,20,BS,1571183967,74,26.61,-78.36,299.15,2.1
